idx,start_sec,end_sec,text
1852,7808.060,7812.080,"Por tanto, en teoría no distingue lo que es verdadero o falso."
1853,7812.460,7820.060,"Entonces, de hecho, dígame, generarme las cosas, él te puede decir cualquier cosa, y ahí entraría un término que se conoce como temperatura."
1854,7820.060,7825.720,"temperatura, ¿no? Qué tan creativo puede ser el modelo. Entonces, por tanto, también"
1855,7825.720,7831.480,"voy a mostrar en qué partes se inserta esa parte de temperatura, porque no es que está"
1856,7831.480,7834.700,"dentro del modelo, sino está parte del procesamiento después del modelo."
1857,7836.700,7841.580,"Entonces, ¿cómo se entrena en realidad? Bueno, viene a partir de una secuencia que"
1858,7841.580,7848.640,"nosotros más o menos conocemos de otra área de aprendizaje, por decir, de machine learning,"
1859,7848.640,7850.620,en Deep Learning sigue siendo una estructura similar.
1860,7851.180,7853.520,"Y en donde en este caso necesitamos alimentar datos,"
1861,7853.740,7858.380,"en este caso recibe enorme cantidad de información a partir de fuentes diferentes, posiblemente."
1862,7858.920,7863.440,Yo voy a tratar de extraer características o patrones que relacionan justamente
1863,7863.440,7867.280,en la semántica de esta escritura.
1864,7867.280,7873.140,"Bien, y intenta predecir cuál sería la siguiente palabra que está relacionada con ese contexto."
1865,7873.360,7878.040,"Entonces, por ejemplo, si le damos el inicio como el sol se está,"
1866,7878.040,7882.320,"Entonces el modelo va a tratar de predecir, puede ser exponiendo o ocultando."
1867,7882.560,7885.240,Esos son los más probables en términos de contexto general.
1868,7886.140,7889.200,Entonces eso es lo que es el fin de este modelo.
1869,7889.400,7892.380,"Por tanto, él no aprende hechos como un ser humano,"
1870,7892.540,7897.600,sino las probabilidades de que pueda ocurrir esa palabra siguiente de esa estructura.
1871,7899.160,7905.040,"Entonces, el modelo LDM en realidad en el fondo se basa en transformes, como ya he mencionado."
1872,7905.040,7915.620,"Entonces, por tanto, las capas densas, capas en bearing y capas a tensiones son como los elementos esenciales de los LMS, principalmente."
1873,7916.620,7923.480,"Y como ustedes ya vieron en Transformer, entonces creo que no es un conveniente que en el fondo tiene esa característica de extraer características,"
1874,7923.880,7933.000,extraer elementos relacionados y también hay unas secciones residuales y hay un montón de convoluciones que se encargan justamente de la codificación de esa información.
1875,7933.000,7950.500,Mayormente en el modelo de transformer uno puede utilizar esta sección para extraer características y esta sección se encarga para efectos de decodificación.
1876,7950.500,7960.400,"Entonces, por tanto, el LLM prácticamente funciona de este flujo en particular, extrae características y trata de más o menos predecir cuál sería la siguiente palabra."
1877,7960.400,7975.700,"Prácticamente sería ese objetivo. Por tanto, digamos, la composición, vamos a decir, es muy parecida a una red neuronal convencional, solamente que tenemos el objetivo de que va alimentando al siguiente elemento o siguiente palabra que queremos predecir."
1878,7976.080,7984.500,"Entonces, hay una serie de tiempos con esa fórmula. Si usted maneja una serie de tiempos, es tratar de predecir tal vez el día siguiente o la siguiente hora, la siguiente instancia."
1879,7984.500,7988.160,en este caso es predecir mis siguientes tokens.
1880,7989.040,7993.160,"Entonces, por tanto, una vez calcula la palabra más probable"
1881,7993.160,7998.480,"que debería seguir en esa consulta o en esa secuencia de palabras,"
1882,7998.700,8002.080,"secuencia de tokens, para ir construyendo la posible respuesta."
1883,8002.560,8006.780,"Entonces, por tanto, en el fondo, este modelo lo que intenta es"
1884,8006.780,8010.340,aprender cuáles son las distribuciones de estas palabras
1885,8010.340,8012.800,o de esta secuencia de elementos.
1886,8012.800,8017.260,"Y en función de esa distribución, más o menos, define esa probabilidad."
1887,8018.920,8023.540,"Entonces, la pregunta es ahora, ¿cómo se controla este nivel de alucinación?"
1888,8023.680,8025.100,"Que sería la temperatura, ¿no?"
1889,8025.100,8029.620,Porque realmente uno tiene una cierta control.
1890,8029.860,8036.280,"Uno puede decir, mira, sea creativo a un 6%, a un 0.6, 60%, como de esa forma."
1891,8036.740,8039.280,"O que no sea creativo, entonces lo lanzamos hacia abajo."
1892,8039.280,8044.140,"Entonces, son elementos que a veces le permite manejar o manipular."
1893,8044.640,8049.820,"Entonces, sería como el término de esta LLM, como la definición de alucinación, ¿no?"
1894,8049.820,8051.180,¿Qué tan creativo puede ser?
1895,8052.000,8058.540,"Entonces, en realidad, lo creativo prácticamente lo define, hay una definición de OpenAI,"
1896,8059.080,8066.740,"indicando que mientras el valor sea más grande, hace que, digamos, la respuesta sea como más creativa."
1897,8066.740,8072.720,"En ese sentido, en otro término, sería decirle que sea una selección más aleatoria de las palabras."
1898,8073.240,8076.980,"Entonces, por tanto, si nosotros le definimos un gusto más grande,"
1899,8077.200,8083.520,"le dejamos un gusto más libre que pueda escoger otras palabras que posiblemente no sea el más probable,"
1900,8083.760,8087.240,pero por lo menos está dentro de su vecindad de probabilidad.
1901,8088.780,8093.860,"Entonces, por tanto, esta definición no podemos tomar como orientación."
1902,8093.860,8098.840,"Si nosotros lo apuntamos más hacia cero, entonces hace que el modelo sea más determinista."
1903,8099.160,8104.720,Eso quiere decir que vamos a tomar el que sea el más probable de esa distribución que ha aprendido.
1904,8105.440,8110.500,"Entonces, por tanto, el LLM genera texto prediciendo el siguiente token."
1905,8110.640,8112.120,Sigue siendo la misma definición.
1906,8112.900,8118.880,"Por tanto, el proceso de predicción asigna probabilidad de todos los tokens posibles para seguir continuando esa generación."
1907,8119.020,8120.220,"Por tanto, son modelos generativos."
1908,8120.220,8135.200,"Entonces, por ejemplo, si decimos la jirafa corrió hacia, entonces ahí en este caso podría asignar como alta probabilidad, posiblemente sea un árbol o puede ser una valla, y que sea menos probable puede ser que sea roca ascensor."
1909,8135.200,8149.520,"También decíamos la información que suministramos en términos general, por supuesto. Si nosotros le suministramos datos que son relativamente falsos, que siempre la jirafa va a chocar contra la pared, va más probable que sea que choque contra la pared."
1910,8150.220,8152.300,"Eso es lo más común, lo más típico."
1911,8153.020,8155.920,"Entonces, ¿cómo maneja la parte de la temperatura?"
1912,8156.100,8157.260,¿Cómo controlamos temperatura?
1913,8157.700,8165.320,"En realidad, como el modelo trata de predecir cuál sería la probabilidad de la palabra más siguiente,"
1914,8166.140,8168.840,"estamos en el fondo, es como un problema de clasificación."
1915,8169.340,8172.280,"Bien, yo tengo una lista de posibilidades de salida de las palabras"
1916,8172.280,8174.220,y va a tratar de predecir esa probabilidad.
1917,8174.600,8174.920,Consulta.
1918,8174.920,8178.780,Pero la distribución de probabilidad la entrega la data con la cual fue entrenado el modelo.
1919,8178.780,8183.020,la distribución de probabilidad
1920,8183.020,8184.960,lo entrega
1921,8184.960,8187.200,lo aprende
1922,8187.200,8188.600,el modelo a partir de la data
1923,8188.600,8189.540,"si, si, por eso"
1924,8189.540,8192.060,"si, efectivamente"
1925,8192.060,8197.540,sobre esa distribución de probabilidad
1926,8197.540,8199.700,"si, sobre esa distribución de probabilidad"
1927,8199.700,8201.660,que en realidad el modelo
1928,8201.660,8204.080,"logra aprender, no necesariamente sea el exacto"
1929,8204.080,8205.320,"que viene la data, porque"
1930,8205.320,8207.180,siempre va a tener un margen de error
1931,8207.180,8211.200,Pero simplemente lo que hace es tratar de amoldarse lo más posible.
1932,8212.140,8217.600,"Entonces, por tanto, el modelo de LLM, o el modelo de LLM que nosotros conocemos,"
1933,8218.040,8219.940,"en realidad sigue siendo un problema de clasificación,"
1934,8220.200,8224.060,ver cuál sería la palabra que sea más probable a partir de una información
1935,8224.060,8226.860,que se haya suministrado hasta esa instancia.
1936,8227.760,8232.820,"Entonces, sigue siendo, digamos, usando un softmax para justamente distribuir"
1937,8232.820,8239.120,¿Cuál sería ese bloque de palabras o ese bolso de palabras que considera como parte de su conocimiento?
1938,8239.400,8240.940,Y asigna esas probabilidades.
1939,8241.220,8244.760,"Entonces, podemos decir, en casos normales, ¿ok?"
1940,8245.140,8248.440,Utilizamos el SOSMAC para absolutamente hacer esa distribución.
1941,8248.840,8250.260,"Por tanto, tiene esta función, ¿no?"
1942,8250.540,8252.340,Esa es la función de SOSMAC que nosotros conocemos.
1943,8252.720,8255.840,La predicción partida por lo que es la ponderación de cada uno de ellos.
1944,8256.280,8256.800,Sencillo.
1945,8257.300,8259.460,¿Cómo insertamos la parte de la temperatura?
1946,8259.460,8261.360,simplemente modificamos
1947,8261.360,8262.880,esta distribución de los puntos
1948,8262.880,8265.400,de estos pesos
1949,8265.400,8267.280,dividiendo por la temperatura
1950,8267.280,8269.400,si lo dividimos por la temperatura
1951,8269.400,8270.940,tiene un cierto efecto
1952,8270.940,8272.320,el efecto es lo siguiente
1953,8272.320,8275.160,mientras la temperatura sea mayor
1954,8275.160,8277.320,¿qué pasa? estos valores tienden a hacerse
1955,8277.320,8278.060,como más chicas
1956,8278.060,8280.980,entonces queda como aplanar la probabilidad
1957,8280.980,8281.820,entonces
1958,8281.820,8284.120,se fue
1959,8284.120,8285.380,y viene
1960,8285.380,8288.500,¿y cuál es el objetivo de sumar el ST?
1961,8289.460,8292.620,porque para qué quiero que alucine
1962,8292.620,8294.780,para qué quiero que se ponga creativo
1963,8294.780,8297.640,es simplemente relajar un poco más
1964,8297.640,8300.860,"la, digamos, como se dice"
1965,8300.860,8305.000,es darle un poquito más de libertad de selección
1966,8305.000,8307.440,"de cuál sería, digamos, la vecindad"
1967,8307.440,8309.680,o aumentar un poquito más la vecindad de las palabras
1968,8309.680,8311.460,que podrías seleccionar
1969,8311.460,8313.280,eso es lo que hace ese valor de T
1970,8313.280,8315.940,relajar un poco más esas probabilidades
1971,8315.940,8317.860,porque las respuestas no sean todas iguales
1972,8318.640,8318.880,Sí.
1973,8320.320,8322.240,Entonces no sea determinista en ese sentido.
1974,8322.800,8325.080,"Entonces dejando justamente un botón más aplanado,"
1975,8325.440,8328.820,"que sí que la probabilidad puede ser que no sea totalmente como curviada,"
1976,8329.020,8331.000,sino que sea un botón más estirado.
1977,8331.500,8337.600,"Si es un botón más estirado, yo tengo un intervalo de palabras que sea un botón más probable."
1978,8338.120,8341.500,"A diferencia si tenemos determinista, determinista en ese sentido,"
1979,8341.980,8343.860,que tenga una curva de un botón más definida.
1980,8343.860,8349.020,"Entonces, por tanto, va a quedar siempre la selección el valor más representativo."
1981,8349.340,8352.760,"En este caso, yo tengo un grupo de valores o palabras más representativas,"
1982,8352.840,8354.500,"como de esa forma, con el valor de T."
1983,8355.200,8359.760,"Entonces, a ver que nosotros hacemos el valor de T un poquito más grande,"
1984,8359.980,8363.540,entonces la probabilidad prácticamente se distribuye y queda ahí como medio uniforme.
1985,8364.500,8367.220,"Entonces, se queda medio uniforme y puede seleccionar cualquier palabra que está ahí."
1986,8367.620,8371.160,"Entonces, esa es, digamos, la esencia de la temperatura."
1987,8371.160,8376.020,simplemente lo cambiamos directamente en la distribución de esos puntos
1988,8376.020,8380.560,eso digamos lo que hace por tanto el día más temperatura no lo inserta
1989,8380.560,8384.300,directamente el modelo sino lo procesamos posteriormente
1990,8384.300,8387.160,es el aire
1991,8387.860,8393.000,las of macs después del modelo después del lm
1992,8393.000,8399.760,después de la red de orden al sopa está justamente en la red en la red
1993,8399.760,8405.700,neuronal solamente que lo reconvertimos porque el resultado me da justamente el
1994,8405.700,8409.240,vector de probabilidad por eso cierto entonces eso ya está en función de soft
1995,8409.240,8414.200,max que es esta función tenemos acá entonces lo que hacemos es como convertir
1996,8414.200,8419.200,la inversa ya hacer la inversa y esa inversa lo dijimos que cuando hacemos la
1997,8419.200,8424.060,inversa que amamos está ahí eso entonces tenemos está ahí la inversa la hacemos la
1998,8424.060,8428.360,inversa digamos justamente en función logarítmica o aplicamos logarítmica de la
1999,8428.360,8430.480,"representación, luego con eso"
2000,8430.480,8432.420,hacemos la división con el t y lo volvemos
2001,8432.420,8433.640,otra vez a aplicar la exponencial.
2002,8434.660,8436.520,Ese es como el truco.
2003,8438.710,8439.450,Esa es la operación.
2004,8440.490,8441.710,Porque recordamos que
2005,8441.710,8443.790,todos los problemas de clasificación ya viene
2006,8443.790,8445.230,y aplica el softmax.
2007,8445.650,8447.190,Entonces lo que hacemos es como
2008,8447.190,8449.050,"hacer la inversa, ¿bien?"
2009,8449.210,8451.610,Antes de aplicar el softmax y hacemos
2010,8451.610,8453.770,la división por el valor
2011,8453.770,8455.950,de t para hacer justamente el suavizado
2012,8455.950,8457.710,y el suavizado lo aplicamos
2013,8457.710,8459.410,otra vez la distribución de esos puntos.
2014,8459.670,8461.710,Y quedaría justamente la probabilidad otra vez.
2015,8463.030,8463.450,Eso es.
2016,8464.750,8468.910,"Bien, entonces, por tanto, la temperatura no juega directamente al modelo."
2017,8469.130,8473.290,Simplemente juega directamente en la distribución de la probabilidad posteriormente.
2018,8475.500,8478.020,"Y bueno, versiones LLM hay un montón, por supuesto."
2019,8478.020,8482.380,Aquí hay una pequeña muestra que está acá.
2020,8483.200,8489.000,"Ya en este caso yo alcancé a mostrar el Chai PT4, pero ya ahorita va mucho más allá."
2021,8489.000,8491.420,pero ha existido un montón
2022,8491.420,8493.400,"por supuesto, ahí este caso"
2023,8493.400,8495.220,ha resaltado últimamente con Anthropic
2024,8495.220,8496.900,que está en este caso como la
2025,8496.900,8499.380,lo más nuevo
2026,8499.380,8501.420,"en ese sentido, o lo más llamativo ahora"
2027,8501.420,8503.400,pero digamos aún así hay un montón
2028,8503.400,8505.560,de versiones que han salido como Llama
2029,8505.560,8507.020,que viene de Facebook
2030,8507.020,8509.520,y en este caso hay varios como
2031,8509.520,8511.220,Alex TMA
2032,8511.220,8513.460,entonces todas estas versiones
2033,8513.460,8515.320,que están acá simplemente son
2034,8515.320,8517.260,variantes de lo que está la estructura
2035,8517.260,8518.380,usando Transformer
2036,8518.380,8535.120,"Y claro, no solamente transforme clásico, pues es variante de transforme. Y esa variante de transforme, digamos, ha generado distintas versiones porque ha tenido como mejor respuesta en unos casos o según el lenguaje. Entonces, él tenía como esa representación."
2037,8535.120,8564.760,"Y bueno, por supuesto, las aplicaciones de estos LLM, digamos, algunos de ellas, pues eso es lo que está mencionado acá, asistentes virtuales, por ejemplo, tenemos vendedores automatizados, historiadores en ese sentido, y bueno, transcripciones también han funcionado, generación de códigos, traducciones, entonces todo, digamos, es parte como de las aplicaciones, este es un subconjunto, y bueno, ustedes conocen un montón más, por supuesto, pero digamos, han tomado líder en varias cosas."
2038,8565.120,8573.980,"Entonces, en este caso, interesante. De hecho, ha salido la versión de LLM para imágenes."
2039,8574.320,8575.740,También está la otra versión.
2040,8576.080,8583.400,Pero en el fondo sigue siendo como una mezcla de imágenes con LLM para el efecto de poder tener una respuesta.
2041,8584.400,8588.680,"Y bueno, todos estos modelos, como siempre les he mencionado, tienen ventajas y desventajas."
2042,8588.900,8591.220,"No todos son, digamos, perfectos en ese aspecto."
2043,8591.220,8596.140,"Bien, pero lo interesante es que los LMS te permiten dar un cierto nivel de versatilidad,"
2044,8596.480,8601.660,"es decir, que puede realizar muchas tareas sin necesidad de tener un entrenamiento específico,"
2045,8601.860,8608.600,"porque él entrena como de manera, en realidad en el fondo está como supervisado por ser la siguiente palabra que está alimentando,"
2046,8609.420,8616.820,"pero en el sentido no tiene un objetivo, nosotros decimos es clasificar una cosa específica, de esa manera."
2047,8616.820,8634.480,"Pero, digamos, una vez que tenemos esa aprendizaje de cómo sería la generación, es cuestión de cómo adaptarlo, qué cosas queremos que respondan. Entonces, uno puede adaptarse según el contexto, según el área de aplicaciones, simplemente restringirnos a un cierto contexto."
2048,8635.280,8641.420,"Bien, el acceso, digamos, uno permite tener un gusto más rápido el acceso a ese conocimiento, bien,"
2049,8641.420,8647.660,"por lo tanto puede entregar informaciones que tal vez sean mucho más complejas y puede simplificar un poco más para su aprendizaje,"
2050,8647.780,8655.460,"digamos, son los asistentes, de hecho, uno si no conoce un tema le puede consultar y tal vez te puede dar una cosa más sencilla para entender,"
2051,8655.700,8659.080,"entonces eso es lo bueno, y ayuda en la parte de educación, por supuesto, ¿no?"
2052,8659.160,8661.200,Y soporte técnico y otras cosas más.
2053,8661.200,8665.200,"No es que le quitamos el trabajo a los educadores, pero eso es como que la gente piensa."
2054,8666.440,8672.080,"Lo mismo los médicos piensan que nosotros creamos los modelos de Deep Learning y le quitamos la pega,"
2055,8672.220,8672.860,pero en realidad no.
2056,8673.380,8679.560,"Eso es una de las cosas que tienen miedo, pero creo que aún falta para llegar a esa instancia."
2057,8680.220,8685.460,"Bien, entonces tiene capacidad de generar texto coherente, con contenido de alta calidad,"
2058,8685.760,8688.480,"si nosotros suministramos la información correcta, por supuesto."
2059,8688.480,8708.960,"Bien, y bueno, en este caso, en cierta manera, no es que sea ventaja del modelo, sino ventaja más que todo para nosotros. Es para efectos de automatizar tareas repetitivas. Entonces, uno puede consultar si queremos revisión de un documento o que me dé un reporte simple. Entonces, todas estas herramientas pueden abordar esa temática sin mucho inconveniente."
2060,8708.960,8711.100,desventaja
2061,8711.100,8712.980,"bueno, desventaja, bueno ahí"
2062,8712.980,8715.020,dependería mucho de la alucinación
2063,8715.020,8717.000,"ok, ustedes pueden controlar"
2064,8717.000,8718.840,"por defecto, realmente está como"
2065,8718.840,8721.000,creo que el 30% más o menos
2066,8721.000,8722.460,está por defecto
2067,8722.460,8724.360,simplemente lo podemos controlar
2068,8724.360,8726.000,indicándole cuál sería ese valor
2069,8726.000,8728.280,"bien, a veces"
2070,8728.280,8730.520,previso unas palabras que no tienen
2071,8730.520,8732.600,un sentido directo
2072,8732.600,8734.900,porque como es generativo
2073,8734.900,8736.560,depende cómo sería la
2074,8736.560,8738.400,temperatura que está asignada
2075,8738.400,8742.620,puede tener creatividad. Y esa creatividad puede hacer que no se conecten bien las ideas.
2076,8742.800,8744.180,Eso puede suceder en esa situación.
2077,8745.100,8749.080,"Lo otro, puede generar riesgos éticos."
2078,8749.740,8753.380,"Entonces, bueno, depende, digamos, cómo ustedes presenten los datos,"
2079,8753.620,8757.000,él puede tener una cierta libertad de proveer una información
2080,8757.000,8760.860,pública o privada.
2081,8761.280,8765.540,"Algo similar que pasó una vez, hace tiempo, cuando los LLM"
2082,8765.540,8767.540,estaba como súper relajado todavía
2083,8767.540,8769.140,"indicándole, mire"
2084,8769.140,8770.760,¿dónde puedo descargar
2085,8770.760,8771.920,un video?
2086,8772.720,8774.740,no te puedo decir nada
2087,8774.740,8777.640,"si tú le dices, ¿dónde no puedo descargar un video?"
2088,8778.040,8778.820,y te da la respuesta
2089,8778.820,8781.480,son detalles que están ahí que
2090,8781.480,8782.660,"pueden ocurrirse, ¿no?"
2091,8783.000,8784.680,"entonces, por tanto, hay una"
2092,8784.680,8787.520,"todavía está, digamos, en ese curso de mejora"
2093,8787.520,8788.500,de los riesgos éticos
2094,8788.500,8791.500,pero ya estos años como han mejorado harto
2095,8791.500,8793.480,"pero aún sigue, hay unas cosas que hay que"
2096,8793.480,8795.160,"atender, bien, y bueno"
2097,8795.160,8803.600,"En cierta manera, lo más preocupante actualmente es las cosas de la información privada, que tal vez en algunos casos se está liberándose."
2098,8803.600,8813.640,"Creo que si no me equivoco, salió una noticia, no sé si es verdad, de Facebook que ya no está tomando como referencia de privatizar la información."
2099,8814.200,8818.480,"No estoy seguro, pero ahí está un tema que se discute."
2100,8818.480,8828.320,"Y bueno, la parte de las arquitecturas de LLM son variantes más que todo de la estructura interna del transforme, como ya les comenté."
2101,8828.620,8839.100,"Entonces, por tanto aquí les estoy mostrando una de las versiones, por decir, el DeepSeq versión 3, que está en el orden de 671 billones de parámetros, son hartos igual."
2102,8839.100,8845.260,"¿Bien? Entonces, internamente lo que hace la variante es la estructura de transforme interna."
2103,8845.440,8851.680,"Fíjense que acá, en vez de tener una estructura aquí como capa densa para hacer una reducción,"
2104,8851.840,8855.460,"en este caso, él define un nuevo módulo que se llama MOE, ¿ok?"
2105,8855.960,8863.440,Y MOE no es más que una secuencia paralela de transformaciones de capas densas.
2106,8863.440,8868.120,"En vez de ser una sola capa densa, él tiene una secuencia de operaciones paralelas"
2107,8868.120,8873.540,para extraer características en cada una de ellas y luego compactarlo como si fuese un residual.
2108,8873.540,8880.340,"Entonces, eso fue una variante que logró distinguir justamente este DeepSeq en comparación de las otras."
2109,8880.780,8887.440,"Fíjense que las variantes son como mínimas, pero en realidad es parte del diseño."
2110,8888.020,8894.820,"Y adicional, aquí estas funciones que están internas también tienen una estructura que justamente hace la distinción."
2111,8894.960,8897.300,Fíjense que aquí utiliza una función de activación SILU.
2112,8897.300,8904.620,"Ya no es el clásico de ReLU, aquí trabaja de forma de rectificación lineal sin movilidad, si no me equivoco."
2113,8905.160,8907.800,Y aquí una composición también interna a lo que es residuales.
2114,8907.960,8915.300,"Entonces, todas estas modificaciones que hacen, generan unas versiones distintivas de las otras."
2115,8915.760,8923.020,"Lo mismo ocurre acá con el caso Llama 4, que en este caso son 400 billones de parámetros."
2116,8923.020,8925.960,"tiene una pequeña modificación, en este caso también"
2117,8925.960,8927.820,sigue siendo el mueble parecido
2118,8927.820,8929.420,de la parte de paralela
2119,8929.420,8932.060,solamente que el número de elementos
2120,8932.060,8933.220,paralelos son diferentes
2121,8933.220,8935.320,"266, 228"
2122,8935.320,8938.120,y aquí la estructura se mantiene casi igual
2123,8938.120,8939.440,lo que cambia acá
2124,8939.440,8941.020,es que el grupo de atención
2125,8941.020,8943.460,"la atención está acá, es diferente"
2126,8943.460,8945.080,trabaja con datos
2127,8945.080,8947.440,con codificaciones de atención agrupadas
2128,8947.440,8949.200,entonces cambia un poco
2129,8949.200,8951.460,y aquí también tenemos una
2130,8951.460,8952.940,modificación hasta acá
2131,8952.940,8956.660,"es que la capa de tensión no es capa de tensión clásica,"
2132,8956.820,8958.080,sino capa de tensión latente.
2133,8958.840,8962.140,"Entonces, internamente la capa de tensión hace una reducción,"
2134,8962.560,8965.540,es como un embedding que hace internamente.
2135,8966.340,8969.840,"Entonces, ese embedding lo lleva a una dimensión tal vez un punto más chica"
2136,8969.840,8974.560,y esa chica hace justamente esa operación de tensión.
2137,8975.040,8976.260,"Entonces, cambia un poco."
2138,8976.640,8979.900,"Entonces, toda esta parte de los elementos que conforman"
2139,8979.900,8981.740,para las diferentes versiones de RM
2140,8981.740,8985.360,está centrada más que todo en estos objetos de transformación
2141,8985.360,8988.780,¿Para entrenar un modelo
2142,8988.780,8990.720,de 400 billones de parámetros
2143,8990.720,8992.780,¿Cuántos trillones
2144,8992.780,8994.600,de datos tienen que tener?
2145,8996.860,8998.780,¿Para tener como orden en MIME2?
2146,8999.560,9000.720,¿400 billones
2147,9000.720,9001.440,de parámetros?
2148,9003.780,9004.740,¿Cuántos datos?
2149,9005.800,9007.060,"Bueno, ¿qué tan largos"
2150,9007.060,9007.500,son los datos?
2151,9007.500,9010.680,puede ser digamos
2152,9010.680,9014.680,un montón de libros
2153,9014.680,9016.120,esa forma de hacer una
2154,9016.120,9017.900,medición
2155,9017.900,9021.240,10.000 libros posiblemente sirva
2156,9021.240,9023.460,como para entrenar relativamente bien
2157,9023.460,9024.980,pero el problema
2158,9024.980,9026.680,es como lo entrenamos
2159,9026.680,9029.660,con los recursos que tenemos en la cajanía conmutacional
2160,9029.660,9031.460,eso ya no se puede hablar
2161,9031.460,9037.480,alimentar un montón de datos secuenciales
2162,9037.480,9040.020,entonces el libro estamos hablando
2163,9040.020,9041.360,no sé
2164,9041.360,9043.320,vamos a decir
2165,9043.320,9045.280,unos 5000 párrafos
2166,9045.280,9046.620,puede ser que funcione
2167,9046.620,9049.140,pero va a estar súper restringida
2168,9049.140,9050.540,a aquellas palabras secuencias
2169,9050.540,9051.980,no se generaliza un poco más
2170,9051.980,9055.060,entonces es cuestión de si quieres hacer el búho más generalizado
2171,9055.060,9057.380,es cuestión de suministrarle mucho más
2172,9057.380,9058.000,de información
2173,9058.000,9060.460,el ejemplar que tengo aquí
2174,9060.460,9061.500,que les voy a mostrar
2175,9061.500,9064.740,es simplemente tres páginas
2176,9064.740,9067.020,tres páginas y simplemente monté
2177,9067.020,9068.920,dos bloques de transformers
2178,9068.920,9071.400,"eso es súper pequeño, pero para los casos"
2179,9071.400,9073.480,que son billones de parámetros
2180,9073.480,9074.840,creo que
2181,9074.840,9077.100,la
2182,9077.100,9079.180,"bueno, puede ser que una cuarta parte"
2183,9079.180,9081.020,de la data disponible
2184,9081.020,9083.140,"a nivel mundial, puede ser que lo logra"
2185,9083.140,9084.340,estimar mejor
2186,9084.340,9086.660,"eso sí, pero"
2187,9086.660,9088.560,la mayoría de los modelos de LM
2188,9088.560,9091.080,no es que estamos al alcance directamente
2189,9091.080,9092.900,"para entrenar, por lo menos"
2190,9092.900,9094.940,"esto que está diseñado, que está"
2191,9094.940,9097.200,con tarjeta gráfica es complicado
2192,9097.200,9098.740,pero ya la nueva versión
2193,9098.740,9101.280,"que ha salido, que no es"
2194,9101.280,9102.860,"con tarjeta gráfica, sino con"
2195,9102.860,9104.740,procesos más bajos
2196,9104.740,9107.240,"funciona relativamente bien, que lo han"
2197,9107.240,9110.400,"liberado, eso depende"
2198,9110.400,9112.780,de la arquitectura o digamos la forma
2199,9112.780,9114.240,"como está implementada, entonces"
2200,9114.240,9117.060,mayormente está dedicado más con tarjeta gráfica
2201,9117.060,9118.840,y eso consume un montón
2202,9118.840,9119.400,de recursos
2203,9119.400,9122.660,entonces hay muchos
2204,9122.660,9124.540,que dicen que no digamos gracias
2205,9124.540,9126.860,"al LM, no digamos por favor"
2206,9126.860,9128.720,porque estamos quemando
2207,9128.720,9130.820,"agua y así por el estilo, igual lo hacemos"
2208,9130.820,9134.740,pero digamos es parte del proceso
2209,9134.740,9136.660,que ellos utilizan para efectos de detener
2210,9136.660,9138.820,"esta respuesta, entonces es complicado"
2211,9138.820,9140.120,¿ya?
2212,9140.480,9142.620,"entonces, por tanto digamos esta estructura siempre"
2213,9142.620,9144.620,"va a variar, tanto digamos diferentes"
2214,9144.620,9146.440,LLM que cambian nada más un
2215,9146.440,9148.700,módulo aquí de atención por otras cosas
2216,9148.700,9150.740,o simplemente la forma
2217,9150.740,9152.540,"residual como se compacta, también"
2218,9152.540,9154.260,tiene otra composición
2219,9154.260,9159.520,Y fíjense que acá justamente está el modelo de modela de atención de Dix-Psyc.
2220,9159.780,9166.120,Entonces ahí en este caso aquí he utilizado una transformación de los queries para que tengan un espacio latente
2221,9166.120,9174.180,"y ahí justamente se encarga de crear estas máscaras de atenciones para justamente reconocer cuáles eran las palabras,"
2222,9174.280,9180.200,"la secuencia, para justamente tener esa aproximación o agrupaciones de estos vectores relativos."
2223,9180.440,9183.680,"Bien, entonces por tanto más o menos funciona de esa manera."
2224,9184.260,9186.740,"Y aquí está la estructura regular, por supuesto."
2225,9188.780,9190.060,"Consulta, adicional."
2226,9192.420,9193.980,"Ya, entonces veamos cómo será el código."
2227,9200.390,9201.650,Y pueden entrenar completamente.
2228,9204.230,9204.370,Sí.
2229,9206.740,9209.340,"Claro, la cuestión es que este modelo LLM es súper chica."
2230,9210.340,9212.420,"Sí, es tipo ilustrativo."
2231,9213.020,9217.760,"Lo que cambia, digamos, de este modelo que les voy a mostrar con comparación de las otras,"
2232,9217.960,9220.600,es que apila un montón de transformers.
2233,9220.600,9227.340,"En este caso se apilan, no sé, 256 o 700 unidades de transformer o más."
2234,9227.520,9232.440,Y cada una de las unidades de transformer también tiene otro elemento compuesto.
2235,9232.680,9238.850,"Entonces todo eso, digamos, forma parte de..."
2236,9238.850,9239.670,Secuencial.
2237,9240.570,9245.590,Sigue siendo como si fuese una capa común y corriente de extracción de características.
2238,9246.130,9252.810,"Entonces no le asignamos un rol específico como que este sea encargado de esto,"
2239,9252.810,9254.910,se va a cargar esto. No. Simplemente
2240,9254.910,9256.970,a medida que va pasando diferentes
2241,9256.970,9258.830,capas
2242,9258.830,9260.870,"de transformers, va a extraer características."
2243,9261.230,9262.690,Eso es lo que hace. Es como si nosotros
2244,9262.690,9263.830,tuviésemos un...
2245,9263.830,9267.350,Exactamente.
2246,9268.190,9269.490,Pero ¿por qué no es una capa?
